,Unnamed: 0,TweetId,UserId,UserUsername,Date,Location,Tweet,Media,Likes,Retweets,Comments,Polarity,Sentiment
95,95,1725164814140310012,1646140192493821959,accessbankdrc,2023-11-16 14:51:58+00:00,Kinshasa,access bank bénéfic plusieur avantag compt épargn,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
96,96,1725155789600395590,1246503312,ljoboy1322,2023-11-16 14:16:06+00:00,LUBUMBASHI,vien dêtr extrêm déçu aujourdhui surtout appliqu demand quoi sert appliqu,"Media(photos=[], videos=[], animated=[])",3,0,1,-1.0,Negative
97,97,1724939090330562806,1676901949843619840,CeoHenryp,2023-11-15 23:55:01+00:00,SINGAPORE   SINGAPOUR   S'PORE,manqu spectacl minc alor confirm civilis,"Media(photos=[], videos=[], animated=[])",0,1,0,0.0,Neutral
98,98,1724734495499182357,780169802,itzdrekel,2023-11-15 10:22:02+00:00,,fashion show nassr rwand victor osimhen bank england rem hazard roman abramovich sarah tem septemb neymar,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/1724576246774763520/img/24z-kWB9acoblxzu.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/amplify_video/1724576246774763520/vid/avc1/720x1078/3nigthxP9urQ8rg0.mp4?tag=14'), MediaVideoVariant(contentType='video/mp4', bitrate=950000, url='https://video.twimg.com/amplify_video/1724576246774763520/vid/avc1/480x718/3Ztortz0H8NMhw1t.mp4?tag=14'), MediaVideoVariant(contentType='video/mp4', bitrate=632000, url='https://video.twimg.com/amplify_video/1724576246774763520/vid/avc1/320x478/osYAcb33yID9MCLc.mp4?tag=14')], duration=34350, views=None)], animated=[])",0,0,0,0.0,Neutral
99,99,1724783235690098697,80056423,RevueBanque,2023-11-15 13:35:42+00:00,Paris,résultat trimestr lenviron global pénalis français activ hor franc cepend profit seul délivr chiffr solid,"Media(photos=[], videos=[], animated=[])",1,3,0,0.07500000000000001,Positive
100,100,1724700260755464541,759394145924444160,ekolo242mag,2023-11-15 08:06:00+00:00,"Brazzaville, Congo",comment construir bancair comprend principal deux part liban liban signif international account numb dir numéro compt bancair international,"Media(photos=[], videos=[], animated=[])",0,0,0,0.26666666666666666,Positive
101,101,1724495456758374807,4382730754,LudovicGuedenon,2023-11-14 18:32:11+00:00,Benin,orabank côt divoir filial group bancair éponym mis affair fraud présum conduit maison mer bas lom togo relev fonction depuis novembr sylv bassant directric général adjoint,"Media(photos=[], videos=[], animated=[])",0,0,0,-0.1,Negative
102,102,1724449654429896863,1577607697129668608,PiguetGalland,2023-11-14 15:30:10+00:00,Suisse romande,découvr nouveau sit internet modern décal éleg explor mainten not gamm fonctionnal,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1724449610054115328/pu/img/PZsJjYiTGx3DTF8P.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=432000, url='https://video.twimg.com/ext_tw_video/1724449610054115328/pu/vid/avc1/320x320/D4n1vbzb0WrDotd9.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=1280000, url='https://video.twimg.com/ext_tw_video/1724449610054115328/pu/vid/avc1/720x720/Mpe82X00cI_fgosC.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=832000, url='https://video.twimg.com/ext_tw_video/1724449610054115328/pu/vid/avc1/540x540/xpRZNEHpzvFwZYkc.mp4?tag=12')], duration=33080, views=None)], animated=[])",1,0,0,0.34,Positive
103,103,1723697914890027143,1585783410643050496,Marocv_Economie,2023-11-12 13:43:02+00:00,Casablanca,bank almaghrib dirham déprec fac leuro,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
105,105,1723271282320461850,1287301685472309248,BeeTeaSea_Axs,2023-11-11 09:27:45+00:00,Via Lactea,imag vaut parfois mieux mill mot kill,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F-pJzbDXgAAzsSI.jpg')], videos=[], animated=[])",0,0,0,0.0,Neutral
106,106,1723233113264799863,1703423159569993728,baptiste_vm,2023-11-11 06:56:04+00:00,The world is not enough,pert troisiem trimestr assur avoir stabilis situat,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
107,107,1723032948192993388,1604756153170382850,bidfburundi,2023-11-10 17:40:41+00:00,Gitega,banqu dinvest développ femm souhait weekend,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F-lxVbWWQAA9VYu.jpg')], videos=[], animated=[])",3,2,0,0.0,Neutral
108,108,1722932147886125292,1460734372202516480,nanuadom,2023-11-10 11:00:09+00:00,French Polynesia,kard vis laltern bancair nouvel géner,"Media(photos=[], videos=[], animated=[])",0,0,0,0.3,Positive
109,109,1722917014866403507,80056423,RevueBanque,2023-11-10 10:00:01+00:00,Paris,transposit droit européen derni moutur accord bâl fait lobjet derni bras entretien alain laurin,"Media(photos=[], videos=[], animated=[])",1,0,0,0.085,Positive
110,110,1722702736309813555,1577039698933022727,voix_au,2023-11-09 19:48:33+00:00,Douala - Cameroun,avis client sous tweet posit faut travaill point douleur exprim client corrig,"Media(photos=[], videos=[], animated=[])",2,0,0,0.0,Neutral
111,111,1722288531530297593,770587631990280192,ubacameroon,2023-11-08 16:22:39+00:00,"Douala, Cameroon",𝐈𝐧𝐟𝐨𝐫𝐦𝐚𝐭𝐢𝐨𝐧 𝐥𝐚𝐭𝐭𝐞𝐧𝐭𝐢𝐨𝐧 𝐧𝐨𝐭𝐫𝐞 𝐚𝐢𝐦𝐚𝐛𝐥𝐞 𝐜𝐥𝐢𝐞𝐧𝐭e𝐥𝐞,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F-bMRwtW0AAwS7D.jpg')], videos=[], animated=[])",7,4,4,0.0,Neutral
112,112,1722591122776838418,1585783410643050496,Marocv_Economie,2023-11-09 12:25:02+00:00,Casablanca,barid bank ouvr nouvel agenc guerguarat,"Media(photos=[], videos=[], animated=[])",0,0,0,0.3,Positive
114,114,1722556359952966077,80056423,RevueBanque,2023-11-09 10:06:54+00:00,Paris,apres plus deux négoci intern entre législ européen publiqu text final approch,"Media(photos=[], videos=[], animated=[])",0,2,0,-0.11666666666666665,Negative
115,115,1722270935754154059,270099260,Chantiers_Maroc,2023-11-08 15:12:43+00:00,Casablanca,barid bank inaugur premier agenc bancair guerguerat plus dinform,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F-a8Q0RaUAAzAq8.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/F-a8Q0MbwAAPfHj.jpg')], videos=[], animated=[])",0,0,0,0.325,Positive
116,116,1722241056299753863,759394145924444160,ekolo242mag,2023-11-08 13:14:00+00:00,"Brazzaville, Congo",cest ains quus droit préemption congo brazzavill autor stopp repris juin derni part filial congo group,"Media(photos=[], videos=[], animated=[])",0,0,0,0.17,Positive
117,117,1722198534194434432,1585783410643050496,Marocv_Economie,2023-11-08 10:25:02+00:00,Casablanca,barid bank inaugur agenc bancair guerguerat,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
119,119,1722148701177884883,1585783410643050496,Marocv_Economie,2023-11-08 07:07:00+00:00,Casablanca,barid bank inaugur premi agenc bancair guerguarat,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
121,121,1722003999178600617,1485652252002066437,MarocV_Com,2023-11-07 21:32:01+00:00,Royaume du Maroc,barid bank inaugur premi agenc bancair marocain guergarat,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
122,122,1721911583922643358,1231934678,GensJeanbon,2023-11-07 15:24:47+00:00,,euros offert ouvertur compt cart bancair gratuit boursobank cod dyfo rat cet occas,"Media(photos=[], videos=[], animated=[])",0,0,0,0.1,Positive
123,123,1721829853802926459,80056423,RevueBanque,2023-11-07 10:00:01+00:00,Paris,européen publiqu regl délégu norm esr juillet constitu étap majeur impliqu norm financi extrafinanci europ,"Media(photos=[], videos=[], animated=[])",1,1,0,0.0,Neutral
125,125,1721532636630290870,1231934678,GensJeanbon,2023-11-06 14:18:59+00:00,,euros offert ouvertur compt cart bancair gratuit boursoram cod dyfo rat cet occas,"Media(photos=[], videos=[], animated=[])",0,0,1,0.1,Positive
126,126,1721477709686030542,1612566523,BRVM_UEMOA,2023-11-06 10:40:44+00:00,Abidjan-UEMOA,rapport dactiv semestr,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F-Pq2c3WAAAFhhm.jpg')], videos=[], animated=[])",0,0,0,0.0,Neutral
127,127,1721280232223555771,1585783410643050496,Marocv_Economie,2023-11-05 21:36:01+00:00,Casablanca,bank almaghrib dirham quas stabl fac leuro,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
129,129,1720702669549900119,759394145924444160,ekolo242mag,2023-11-04 07:21:00+00:00,"Brazzaville, Congo",apres donc alleg décret vient fix désorm lapur tous reliquat det intérieur périod,"Media(photos=[], videos=[], animated=[])",2,0,0,0.075,Positive
130,130,1720392878667468896,440782115,Paperjam_lu,2023-11-03 10:50:00+00:00,Luxembourg,payconiq vendu part excit wero,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
131,131,1720198416595071303,705638161,L_IMPARFAIT_,2023-11-02 21:57:16+00:00,,vigil cel prévu chez bientôt,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
132,132,1719281488447902144,32867753,silvano_trotta,2023-10-31 09:13:44+00:00,Strasbourg,nouvel regl national australian bank permettr banqu ferm compt person partag opin lign contrair valeur démocrat dabord canad mainten laustral quel pay prochain,"Media(photos=[], videos=[], animated=[])",860,880,56,0.09999999999999999,Positive
133,133,1720021250087465145,841303326612414464,Acep_Cameroun,2023-11-02 10:13:17+00:00,Cameroun- Bastos,plateform ebanking banqu lign plateform permet dacced compt réalis oper bancair lign acep onlin permet client acep consult compt effectu retrait vers vir,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F96-NGSXgAAV4f1.jpg')], videos=[], animated=[])",0,0,0,0.0,Neutral
134,134,1719557627556868496,1549374495823101958,10MinFinance,2023-11-01 03:31:00+00:00,,mcdonald corp bank americ relev cibl apres résultat,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F90YjIQW4AEdrAH.jpg')], videos=[], animated=[])",0,2,0,0.0,Neutral
135,135,1719417161813238116,1227930071006109696,Monika97972733,2023-10-31 18:12:51+00:00,,apres avoir représent camp concentr bokass dirig moment ver rencontr tony bon tuyal demand proteg fond dépos,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F9yYybKXoAAz8x2.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/F9yYybQWcAApJ01.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/F9yYychXsAAWOR7.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/F9yYyg3W8AAuSbG.jpg')], videos=[], animated=[])",3,3,0,0.7,Positive
136,136,1719314848440336525,1612566523,BRVM_UEMOA,2023-10-31 11:26:17+00:00,Abidjan-UEMOA,rapport dactiv trimestr,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F9w7vaNW4AAy12D.jpg')], videos=[], animated=[])",1,0,0,0.0,Neutral
137,137,1719205275851243522,1549374495823101958,10MinFinance,2023-10-31 04:10:53+00:00,,deez deutsch bank relev object cour,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F9vYFhnWYAACqci.jpg')], videos=[], animated=[])",1,3,0,0.0,Neutral
138,138,1719058515598229719,1443646217309900805,FWaucquez,2023-10-30 18:27:43+00:00,,hotlin renvoi alor ver lagenc peut fair depuis lhyperinformatis remplac contact humain cel conduit genr pert temp dabsenc servic,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F9tSnDHWoAAyX0q.jpg')], videos=[], animated=[])",1,0,0,0.22,Positive
139,139,1718246579587387780,1683425904997937154,touch2bx,2023-10-28 12:41:22+00:00,"Zurich, Suisse",pourr deven societ san numérair plus prévu gross command billet plong nouveau plus,"Media(photos=[], videos=[], animated=[])",0,0,0,0.21333333333333335,Positive
140,140,1717959233096798248,1633824278037811203,azziethio,2023-10-27 17:39:33+00:00,,excellent ltcb,"Media(photos=[], videos=[], animated=[])",1,1,0,0.5,Positive
146,146,1717456832585761066,1390077799302565889,newmediacast,2023-10-26 08:23:12+00:00,,axis prof ris cror,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F9Whqu1XEAABnpI.jpg')], videos=[], animated=[])",0,0,0,0.0,Neutral
156,156,1716280682815574477,3784024654,Ryryette,2023-10-23 02:29:36+00:00,Ça va ?,surtout nhésit hein gar fait bien plais genr vrai son bien cest frais bien bien flow cest mignion gagn gagn rat jusquà,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F9F0LvBXkAAgtnT.jpg')], videos=[], animated=[])",1,2,0,0.05833333333333333,Positive
159,159,1716079552311460168,1390077799302565889,newmediacast,2023-10-22 13:10:23+00:00,,cror icic quart prof,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F9C89yTXEAAm71v.jpg')], videos=[], animated=[])",0,0,0,0.0,Neutral
164,164,1715616330466857026,1604756153170382850,bidfburundi,2023-10-21 06:29:42+00:00,Gitega,banqu dinvest développ femm sassoc tout peupl burund commémor anniversair lassassinat président melchior ndaday héros,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F88X83rWIAA-eJ5.jpg')], videos=[], animated=[])",1,1,1,0.22,Positive
168,168,1715291774304882736,80056423,RevueBanque,2023-10-20 09:00:02+00:00,Paris,transform nest quun bascul ver sécur résilient banqu doivent fair évolu outil équip informat selon leur besoin,"Media(photos=[], videos=[], animated=[])",0,1,0,0.0,Neutral
171,171,1679423023974105088,547785034,decarobin,2023-07-13 09:30:25+00:00,"Lot-et-Garonne, Aquitaine",adopt lav révis cadr gestion cris bancair garant dépôt savoir plus,"Media(photos=[], videos=[], animated=[])",3,2,0,0.15,Positive
172,172,1679419620116119552,2204437078,WorkersEESC,2023-07-13 09:16:54+00:00,"Brussels, Belgium",adopted opinion review bank cris manag depos insur framework read mor,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F05-xkTWcAIpdNb.jpg')], videos=[], animated=[])",10,3,1,0.0,Neutral
173,173,1653524752059842566,1438463608447504384,Cryptonoobzzzz,2023-05-02 22:19:56+00:00,CEO of being unemployed 🇬🇸,puisquon tout roul,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FvJ__1bXsAMbjaS.jpg')], videos=[], animated=[])",0,0,0,0.22,Positive
174,174,1651876390734577664,1438463608447504384,Cryptonoobzzzz,2023-04-28 09:09:56+00:00,CEO of being unemployed 🇬🇸,assur tout bien,"Media(photos=[], videos=[], animated=[MediaAnimated(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/Fuyk0ZsWwAUT8-y.jpg', videoUrl='https://video.twimg.com/tweet_video/Fuyk0ZsWwAUT8-y.mp4')])",3,0,1,0.11,Positive
175,175,1653305558601027585,1645463070947287040,Cryptonomistfra,2023-05-02 07:48:56+00:00,,repreneur trouv sembl avoir faillit éclair savoir plus cliqu,"Media(photos=[], videos=[], animated=[])",0,0,2,0.15,Positive
176,176,1653072602812882946,814462393526915072,diegomatianich,2023-05-01 16:23:15+00:00,Ciudad Autónoma de Buenos Aire,jpmorgan compr activos first republic bank,"Media(photos=[], videos=[], animated=[])",0,0,1,0.0,Neutral
177,177,1652995126178770946,7682502,lecho,2023-05-01 11:15:23+00:00,"Bruxelles, Belgique",déchu statut valeur refug général pris cris dollar pénalis pend chut valeur bancair cel pos problem gestionnair dactif,"Media(photos=[], videos=[], animated=[])",1,0,0,0.0,Neutral
178,178,1652415098047156226,1376279343157104643,LevelUp96265284,2023-04-29 20:50:34+00:00,Twitter,first republ bank strong bull level zero dollar aer enorm support acheteur zon zero euro,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
179,179,1651875154572484608,1387261744272220160,MoneyRadar_FR,2023-04-28 09:05:01+00:00, 📃 Notre newsletter 👉,banqu encor augment leur emprunt durgenc cest semain consécut accord milliard prêt banqu facil cred cour semain avril contr milliard semain précédent,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FuyjsrkWwAA4bz4.jpg')], videos=[], animated=[])",174,64,9,0.07,Positive
180,180,1647170399300460544,161318053,business_today,2023-04-15 09:30:00+00:00,India,mark mobius global financial market watch,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/1646867106267316229/img/T1Per7ZEvtr_2uKD.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=832000, url='https://video.twimg.com/amplify_video/1646867106267316229/vid/640x360/-8U7-XCvVRd_iC4P.mp4?tag=16'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/amplify_video/1646867106267316229/vid/1280x720/gLEXAO8Et70T9Cu9.mp4?tag=16'), MediaVideoVariant(contentType='video/mp4', bitrate=288000, url='https://video.twimg.com/amplify_video/1646867106267316229/vid/480x270/HXXFlcR-wuUCo0kS.mp4?tag=16')], duration=249160, views=None)], animated=[])",3,0,0,0.0,Neutral
181,181,1644400237451046912,1128618170540011520,summit_fr_io,2023-04-07 18:02:22+00:00,"Dublin, Ireland",dir quand sort mieux autr,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1644400216261394432/pu/img/tK2kP7ycq9AosARW.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1644400216261394432/pu/vid/720x540/eJtNHhR3nMWHOodQ.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=832000, url='https://video.twimg.com/ext_tw_video/1644400216261394432/pu/vid/480x360/ZmVLPTqmV-u8I_Dq.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=256000, url='https://video.twimg.com/ext_tw_video/1644400216261394432/pu/vid/360x270/UQ5RrHzna2hOBlMp.mp4?tag=12')], duration=17204, views=None)], animated=[])",17,3,0,0.0,Neutral
182,182,1640727666759286786,1438463608447504384,Cryptonoobzzzz,2023-03-28 14:48:53+00:00,CEO of being unemployed 🇬🇸,tinquiet frérot cest régul punais radot excus,"Media(photos=[], videos=[], animated=[MediaAnimated(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FsUJHKpXgAkaXLc.jpg', videoUrl='https://video.twimg.com/tweet_video/FsUJHKpXgAkaXLc.mp4')])",3,0,0,0.0,Neutral
183,183,1640678255085723651,943467659760472065,SA_Conseil,2023-03-28 11:32:32+00:00,Decentralized World,heureux dufresn laluck emmen ver lumi banqu détourn seul registr comptabl part tripl audit tous tout minut faudr surtout mond,"Media(photos=[], videos=[], animated=[])",91,15,11,0.26,Positive
184,184,1640693057044590592,1532238772431200257,ici_just,2023-03-28 12:31:22+00:00,La Fistinière 🛃🇫🇷,merd alor mav presqu convaincu dossi commiss concern dev sénateur cet banqu symbol alor vrai déçu,"Media(photos=[], videos=[], animated=[])",0,0,0,-0.2833333333333333,Negative
